Layout,Device,DieX,DieY,LayoutX,LayoutY,ReticleDieX,ReticleDieY,Reticle,Columns,Concentric,Grid,Radial,Rows,Sectors,ReticleShot,Radius
8PF5CV,8PF5CV,10,13,-2,2,0,0,1,B,A,C,A,C,C,SR_X-2Y2,63.65533
8PF5CV,8PF5CV,10,16,-2,3,0,1,3,B,C,C,A,D,C,SR_X-2Y3,102.55117
8PF5CV,8PF5CV,11,15,-2,3,1,0,2,B,B,C,A,D,C,SR_X-2Y3,83.98204
8PF5CV,8PF5CV,11,16,-2,3,1,1,4,B,C,C,A,D,C,SR_X-2Y3,98.42138
8PF5CV,8PF5CV,10,15,-2,3,0,0,1,B,B,C,A,D,C,SR_X-2Y3,88.78603
8PF5CV,8PF5CV,10,18,-2,4,0,1,3,B,D,C,C,D,C,SR_X-2Y4,131.2285
8PF5CV,8PF5CV,11,17,-2,4,1,0,2,B,C,C,C,D,C,SR_X-2Y4,113.13453
8PF5CV,8PF5CV,11,18,-2,4,1,1,4,B,D,C,C,D,C,SR_X-2Y4,128.02713
8PF5CV,8PF5CV,10,17,-2,4,0,0,1,B,C,C,C,D,C,SR_X-2Y4,116.74501
8PF5CV,8PF5CV,12,2,-1,-4,0,1,3,B,D,A,D,A,F,SR_X-1Y-4,125.69051
8PF5CV,8PF5CV,13,1,-1,-4,1,0,2,B,E,A,D,A,F,SR_X-1Y-4,139.6882
8PF5CV,8PF5CV,13,2,-1,-4,1,1,4,B,D,A,D,A,F,SR_X-1Y-4,124.26746
8PF5CV,8PF5CV,12,1,-1,-4,0,0,1,B,E,A,D,A,F,SR_X-1Y-4,140.95566
8PF5CV,8PF5CV,12,4,-1,-3,0,1,3,B,B,A,A,A,F,SR_X-1Y-3,95.36209
8PF5CV,8PF5CV,13,3,-1,-3,1,0,2,B,C,A,A,A,F,SR_X-1Y-3,108.86174
8PF5CV,8PF5CV,13,4,-1,-3,1,1,4,B,B,A,A,A,F,SR_X-1Y-3,93.47847
8PF5CV,8PF5CV,12,3,-1,-3,0,0,1,B,C,A,D,A,F,SR_X-1Y-3,110.4834
8PF5CV,8PF5CV,12,6,-1,-2,0,1,3,B,A,A,A,B,F,SR_X-1Y-2,65.61425
8PF5CV,8PF5CV,13,5,-1,-2,1,0,2,B,B,A,A,B,F,SR_X-1Y-2,78.13092
8PF5CV,8PF5CV,13,6,-1,-2,1,1,4,B,A,A,A,B,F,SR_X-1Y-2,62.84526
8PF5CV,8PF5CV,12,5,-1,-2,0,0,1,B,B,A,A,B,F,SR_X-1Y-2,80.37502
8PF5CV,8PF5CV,12,8,-1,-1,0,1,3,B,A,A,A,B,F,SR_X-1Y-1,37.84192
8PF5CV,8PF5CV,13,7,-1,-1,1,0,2,B,A,A,A,B,F,SR_X-1Y-1,47.68105
8PF5CV,8PF5CV,13,8,-1,-1,1,1,4,B,A,A,A,B,F,SR_X-1Y-1,32.80713
8PF5CV,8PF5CV,12,7,-1,-1,0,0,1,B,A,A,A,B,F,SR_X-1Y-1,51.27559
8PF5CV,8PF5CV,12,10,-1,0,0,1,3,B,A,C,A,C,D,SR_X-1Y0,21.77778
8PF5CV,8PF5CV,13,9,-1,0,1,0,2,B,A,A,A,B,F,SR_X-1Y0,18.92096
8PF5CV,8PF5CV,13,10,-1,0,1,1,4,B,A,C,A,C,D,SR_X-1Y0,10.88889
8PF5CV,8PF5CV,12,9,-1,0,0,0,1,B,A,A,A,B,E,SR_X-1Y0,26.71529
8PF5CV,8PF5CV,12,12,-1,1,0,1,3,B,A,C,A,C,C,SR_X-1Y1,37.84192
8PF5CV,8PF5CV,13,11,-1,1,1,0,2,B,A,C,A,C,C,SR_X-1Y1,18.92096
8PF5CV,8PF5CV,13,12,-1,1,1,1,4,B,A,C,A,C,C,SR_X-1Y1,32.80713
8PF5CV,8PF5CV,12,11,-1,1,0,0,1,B,A,C,A,C,D,SR_X-1Y1,26.71529
8PF5CV,8PF5CV,12,14,-1,2,0,1,3,B,A,C,A,C,C,SR_X-1Y2,65.61425
8PF5CV,8PF5CV,13,13,-1,2,1,0,2,B,A,C,A,C,C,SR_X-1Y2,47.68105
8PF5CV,8PF5CV,13,14,-1,2,1,1,4,B,A,C,A,C,C,SR_X-1Y2,62.84526
8PF5CV,8PF5CV,12,13,-1,2,0,0,1,B,A,C,A,C,C,SR_X-1Y2,51.27559
8PF5CV,8PF5CV,12,16,-1,3,0,1,3,B,B,C,A,D,C,SR_X-1Y3,95.36209
8PF5CV,8PF5CV,13,15,-1,3,1,0,2,B,B,C,A,D,C,SR_X-1Y3,78.13092
8PF5CV,8PF5CV,13,16,-1,3,1,1,4,B,B,C,A,D,C,SR_X-1Y3,93.47847
8PF5CV,8PF5CV,12,15,-1,3,0,0,1,B,B,C,A,D,C,SR_X-1Y3,80.37502
8PF5CV,8PF5CV,12,18,-1,4,0,1,3,B,D,C,C,D,C,SR_X-1Y4,125.69051
8PF5CV,8PF5CV,13,17,-1,4,1,0,2,B,C,C,C,D,C,SR_X-1Y4,108.86174
8PF5CV,8PF5CV,13,18,-1,4,1,1,4,B,D,C,C,D,C,SR_X-1Y4,124.26746
8PF5CV,8PF5CV,12,17,-1,4,0,0,1,B,C,C,C,D,C,SR_X-1Y4,110.4834
8PF5CV,8PF5CV,13,19,-1,5,1,0,2,B,E,C,C,D,C,SR_X-1Y5,139.6882
8PF5CV,8PF5CV,12,19,-1,5,0,0,1,B,E,C,C,D,C,SR_X-1Y5,140.95566
8PF5CV,8PF5CV,14,2,0,-4,0,1,3,C,D,B,E,A,G,SR_X0Y-4,123.78947
8PF5CV,8PF5CV,15,1,0,-4,1,0,2,C,E,B,E,A,G,SR_X0Y-4,139.6882
8PF5CV,8PF5CV,15,2,0,-4,1,1,4,C,D,B,E,A,G,SR_X0Y-4,124.26746
8PF5CV,8PF5CV,14,1,0,-4,0,0,1,C,E,B,E,A,G,SR_X0Y-4,139.26315
8PF5CV,8PF5CV,14,4,0,-3,0,1,3,C,B,B,A,A,G,SR_X0Y-3,92.8421
8PF5CV,8PF5CV,15,3,0,-3,1,0,2,C,C,B,A,A,G,SR_X0Y-3,108.86174
8PF5CV,8PF5CV,15,4,0,-3,1,1,4,C,B,B,A,A,G,SR_X0Y-3,93.47847
8PF5CV,8PF5CV,14,3,0,-3,0,0,1,C,C,B,A,A,G,SR_X0Y-3,108.31579
8PF5CV,8PF5CV,14,6,0,-2,0,1,3,C,A,B,A,B,G,SR_X0Y-2,61.89474
8PF5CV,8PF5CV,15,5,0,-2,1,0,2,C,B,B,A,B,G,SR_X0Y-2,78.13092
8PF5CV,8PF5CV,15,6,0,-2,1,1,4,C,A,B,A,B,G,SR_X0Y-2,62.84526
8PF5CV,8PF5CV,14,5,0,-2,0,0,1,C,B,B,A,B,G,SR_X0Y-2,77.36842
8PF5CV,8PF5CV,14,8,0,-1,0,1,3,C,A,B,A,B,G,SR_X0Y-1,30.94737
8PF5CV,8PF5CV,15,7,0,-1,1,0,2,C,A,B,A,B,G,SR_X0Y-1,47.68105
8PF5CV,8PF5CV,15,8,0,-1,1,1,4,C,A,B,A,B,G,SR_X0Y-1,32.80713
8PF5CV,8PF5CV,14,7,0,-1,0,0,1,C,A,B,A,B,G,SR_X0Y-1,46.42105
8PF5CV,8PF5CV,14,10,0,0,0,1,3,C,A,D,A,C,B,SR_X0Y0,0
8PF5CV,8PF5CV,15,9,0,0,1,0,2,C,A,B,A,B,G,SR_X0Y0,18.92096
8PF5CV,8PF5CV,15,10,0,0,1,1,4,C,A,D,A,C,A,SR_X0Y0,10.88889
8PF5CV,8PF5CV,14,9,0,0,0,0,1,C,A,B,A,B,G,SR_X0Y0,15.47368
8PF5CV,8PF5CV,14,12,0,1,0,1,3,C,A,D,A,C,B,SR_X0Y1,30.94737
8PF5CV,8PF5CV,15,11,0,1,1,0,2,C,A,D,A,C,B,SR_X0Y1,18.92096
8PF5CV,8PF5CV,15,12,0,1,1,1,4,C,A,D,A,C,B,SR_X0Y1,32.80713
8PF5CV,8PF5CV,14,11,0,1,0,0,1,C,A,D,A,C,B,SR_X0Y1,15.47368
8PF5CV,8PF5CV,14,14,0,2,0,1,3,C,A,D,A,C,B,SR_X0Y2,61.89474
8PF5CV,8PF5CV,15,13,0,2,1,0,2,C,A,D,A,C,B,SR_X0Y2,47.68105
8PF5CV,8PF5CV,15,14,0,2,1,1,4,C,A,D,A,C,B,SR_X0Y2,62.84526
8PF5CV,8PF5CV,14,13,0,2,0,0,1,C,A,D,A,C,B,SR_X0Y2,46.42105
8PF5CV,8PF5CV,14,16,0,3,0,1,3,C,B,D,A,D,B,SR_X0Y3,92.8421
8PF5CV,8PF5CV,15,15,0,3,1,0,2,C,B,D,A,D,B,SR_X0Y3,78.13092
8PF5CV,8PF5CV,15,16,0,3,1,1,4,C,B,D,A,D,B,SR_X0Y3,93.47847
8PF5CV,8PF5CV,14,15,0,3,0,0,1,C,B,D,A,D,B,SR_X0Y3,77.36842
8PF5CV,8PF5CV,14,18,0,4,0,1,3,C,D,D,B,D,B,SR_X0Y4,123.78947
8PF5CV,8PF5CV,15,17,0,4,1,0,2,C,C,D,B,D,B,SR_X0Y4,108.86174
8PF5CV,8PF5CV,15,18,0,4,1,1,4,C,D,D,B,D,B,SR_X0Y4,124.26746
8PF5CV,8PF5CV,14,17,0,4,0,0,1,C,C,D,B,D,B,SR_X0Y4,108.31579
8PF5CV,8PF5CV,15,19,0,5,1,0,2,C,E,D,B,D,B,SR_X0Y5,139.6882
8PF5CV,8PF5CV,14,19,0,5,0,0,1,C,E,D,B,D,B,SR_X0Y5,139.26315
8PF5CV,8PF5CV,16,2,1,-4,0,1,3,C,D,B,E,A,G,SR_X1Y-4,125.69051
8PF5CV,8PF5CV,17,1,1,-4,1,0,2,C,E,B,E,A,G,SR_X1Y-4,143.04314
8PF5CV,8PF5CV,17,2,1,-4,1,1,4,C,D,B,E,A,G,SR_X1Y-4,128.02713
8PF5CV,8PF5CV,16,1,1,-4,0,0,1,C,E,B,E,A,G,SR_X1Y-4,140.95566
8PF5CV,8PF5CV,16,4,1,-3,0,1,3,C,B,B,A,A,G,SR_X1Y-3,95.36209
8PF5CV,8PF5CV,17,3,1,-3,1,0,2,C,C,B,E,A,G,SR_X1Y-3,113.13453
8PF5CV,8PF5CV,17,4,1,-3,1,1,4,C,B,B,A,A,G,SR_X1Y-3,98.42138
