MODULE,REGION_ORIG,Partition_ORIG,TEST,Partition,Region,IP-L0,IP-L1,IP-L2,INDEX,TEMPLATE,TOP_LEFT_BEGIN,TOP_LEFT_PREHVQK,CHAIN_BEGIN,STUCKAT_BEGIN,STUCKAT_FAULTS,ATSPEED_FAULTS,SCAN_CELL_COUNT
SCN_GT_GXX,ungfxc2c,ungfx-ungfxc2c,GT_GXX,ungfx,ungfxc2c,ungfxc2c,,,2022,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,12679530,12572313,179655
SCN_GT_GXX,ungfxsouthrcpar1,ungfx-ungfxsouthrcpar1,GT_GXX,ungfx,ungfxsouthrcpar1,ungfxsouthrcpar1,,,2031,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,139880,137329,1303
SCN_GT_GXX,ungfxsouthrcpar2,ungfx-ungfxsouthrcpar2,GT_GXX,ungfx,ungfxsouthrcpar2,ungfxsouthrcpar2,,,2032,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,61256,60368,369
SCN_GT_GXX,ungfxwestdts,ungfx-ungfxwestdts,GT_GXX,ungfx,ungfxwestdts,ungfxwestdts,,,2033,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,19717,19648,293
SCN_GT_GXX,ungfxhptpgpio,ungfx-ungfxhptpgpio,GT_GXX,ungfx,ungfxhptpgpio,ungfxhptpgpio,,,2029,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,1622715,1612523,293
SCN_GT_GXX,ungfxftl,ungfx-ungfxd2dftl01,GT_GXX,ungfx,ungfxd2dftl01,ungfxd2dftl01,,,2025,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6581355,6371630,108924
SCN_GT_GXX,ungfxftl,ungfx-ungfxd2dftl23,GT_GXX,ungfx,ungfxd2dftl23,ungfxd2dftl23,,,2026,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6581355,6371630,108924
SCN_GT_GXX,ungfxcom,ungfx-ungfxcom,GT_GXX,ungfx,ungfxcom,ungfxcom,,,2024,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,8493947,8388991,118728
SCN_GT_GXX,ungfxprobe,ungfx-ungfxprobe,GT_GXX,ungfx,ungfxprobe,ungfxprobe,,,2030,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,10000,9353,238
SCN_GT_GXX,ungfxcfipll,ungfx-ungfxcfipll,GT_GXX,ungfx,ungfxcfipll,ungfxcfipll,,,2023,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,981892,972066,335
SCN_GT_GXX,gtlscbankpar1,gt-gtslice0-gtxecore0-gtlscbankpar1,GT_GXX,gt,gtslice0,gtslicenodebottomrcpar1,gtlscbankpar1,,76,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9131573,9007521,180595
SCN_GT_GXX,gtlscnodepar1,gt-gtslice0-gtxecore0-gtlscnodepar1,GT_GXX,gt,gtslice0,gtslicenodebottomrcpar2,gtlscnodepar1,,77,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,8723346,8643432,141852
SCN_GT_GXX,gtxecorepar1,gt-gtslice0-gtxecore0-gtxecorepar1,GT_GXX,gt,gtslice0,gtslicenodebottomrcpar3,gtxecorepar1,,78,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,11985757,11899189,168366
SCN_GT_GXX,gtxecorepar3,gt-gtslice0-gtxecore0-gtxecorepar3,GT_GXX,gt,gtslice0,gtslicenodebottomrcpar4,gtxecorepar3,,80,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,13365253,13272040,270643
SCN_GT_GXX,gtxecorepar4,gt-gtslice0-gtxecore0-gtxecorepar4,GT_GXX,gt,gtslice0,gtslicenodetoprcpar1,gtxecorepar4,,81,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,11841780,11789789,160657
SCN_GT_GXX,gtxecorepar5,gt-gtslice0-gtxecore0-gtxecorepar5,GT_GXX,gt,gtslice0,gtslicenodetoprcpar2,gtxecorepar5,,82,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,12540921,12467757,218756
SCN_GT_GXX,gteusystop0,gt-gtslice0-gtxecore0-gteusystop0,GT_GXX,gt,gtslice0,gtslicenodetoprcpar3,gteusystop0,,1758,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6398977,6378032,107295
SCN_GT_GXX,gteutop,gt-gtslice0-gtxecore0-gteutop0,GT_GXX,gt,gtslice0,gtslicenodetoprcpar4,gteutop0,,68,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9749809,9701968,140224
SCN_GT_GXX,gteusysalt,gt-gtslice0-gtxecore0-gteusystop1,GT_GXX,gt,gtslice0,gtxecore0,gteusystop1,,1759,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6337642,6316608,105129
SCN_GT_GXX,gteuside,gt-gtslice0-gtxecore0-gteutop1,GT_GXX,gt,gtslice0,gtxecore0,gteutop1,,69,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9711074,9663298,140224
SCN_GT_GXX,gteusysside,gt-gtslice0-gtxecore0-gteusystop2,GT_GXX,gt,gtslice0,gtxecore0,gteusystop2,,1760,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6361608,6340759,105129
SCN_GT_GXX,gteuside,gt-gtslice0-gtxecore0-gteutop2,GT_GXX,gt,gtslice0,gtxecore0,gteutop2,,70,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9711074,9663298,140224
SCN_GT_GXX,gteusysside,gt-gtslice0-gtxecore0-gteusystop3,GT_GXX,gt,gtslice0,gtxecore0,gteusystop3,,1761,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6361608,6340759,105129
SCN_GT_GXX,gteuside,gt-gtslice0-gtxecore0-gteutop3,GT_GXX,gt,gtslice0,gtxecore0,gteutop3,,71,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9711074,9663298,140224
SCN_GT_GXX,gteusystop4,gt-gtslice0-gtxecore0-gteusystop4,GT_GXX,gt,gtslice0,gtxecore0,gteusystop4,,1762,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6394691,6373730,106636
SCN_GT_GXX,gteutop,gt-gtslice0-gtxecore0-gteutop4,GT_GXX,gt,gtslice0,gtxecore0,gteutop4,,72,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9749809,9701968,140224
SCN_GT_GXX,gteuside,gt-gtslice0-gtxecore0-gteutop5,GT_GXX,gt,gtslice0,gtxecore0,gteutop5,,73,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9711074,9663298,140224
SCN_GT_GXX,gteusysside,gt-gtslice0-gtxecore0-gteusystop6,GT_GXX,gt,gtslice0,gtxecore0,gteusystop6,,1764,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6361608,6340759,105129
SCN_GT_GXX,gteuside,gt-gtslice0-gtxecore0-gteutop6,GT_GXX,gt,gtslice0,gtxecore0,gteutop6,,74,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9711074,9663298,140224
SCN_GT_GXX,gteusysside,gt-gtslice0-gtxecore0-gteusystop7,GT_GXX,gt,gtslice0,gtxecore0,gteusystop7,,1765,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6361608,6340759,105129
SCN_GT_GXX,gteuside,gt-gtslice0-gtxecore0-gteutop7,GT_GXX,gt,gtslice0,gtxecore0,gteutop7,,75,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9711074,9663298,140224
SCN_GT_GXX,gtxecorepar2,gt-gtslice0-gtxecore0-gtxecorepar2,GT_GXX,gt,gtslice0,gtxecore0,gtxecorepar2,,79,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,7685097,7626107,100212
SCN_GT_GXX,gteusysside,gt-gtslice0-gtxecore0-gteusystop5,GT_GXX,gt,gtslice0,gtxecore0,gteusystop5,,1763,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6361608,6340759,105129
SCN_GT_GXX,gtlscbankpar1,gt-gtslice0-gtxecore1-gtlscbankpar1,GT_GXX,gt,gtslice0,gtxecore1,gtlscbankpar1,,91,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9131573,9007521,180595
SCN_GT_GXX,gtlscnodepar1,gt-gtslice0-gtxecore1-gtlscnodepar1,GT_GXX,gt,gtslice0,gtxecore1,gtlscnodepar1,,92,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,8723346,8643432,141852
SCN_GT_GXX,gtxecorepar1,gt-gtslice0-gtxecore1-gtxecorepar1,GT_GXX,gt,gtslice0,gtxecore1,gtxecorepar1,,93,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,11985757,11899189,168366
SCN_GT_GXX,gtxecorepar3,gt-gtslice0-gtxecore1-gtxecorepar3,GT_GXX,gt,gtslice0,gtxecore1,gtxecorepar3,,95,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,13365253,13272040,270643
SCN_GT_GXX,gtxecorepar4,gt-gtslice0-gtxecore1-gtxecorepar4,GT_GXX,gt,gtslice0,gtxecore1,gtxecorepar4,,96,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,11841780,11789789,160657
SCN_GT_GXX,gtxecorepar5,gt-gtslice0-gtxecore1-gtxecorepar5,GT_GXX,gt,gtslice0,gtxecore1,gtxecorepar5,,97,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,12540921,12467757,218756
SCN_GT_GXX,gteusystop0,gt-gtslice0-gtxecore1-gteusystop0,GT_GXX,gt,gtslice0,gtxecore1,gteusystop0,,1766,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,6398977,6378032,107295
SCN_GT_GXX,gteutop,gt-gtslice0-gtxecore1-gteutop0,GT_GXX,gt,gtslice0,gtxecore1,gteutop0,,83,NVL_GT_SCN,SCN_GT_GXX::CTRL_X_PATMOD_K_BEGIN_X_X_X_X_X_RESET_TOPSKU,SCN_GT_GXX::CTRL_X_AUX_K_PREHVQK_X_X_X_X_X_SET_SKU_LFM,SCN_GT_GXX::CHAIN_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HVM_HRY_RAWSTR%,SCN_GT_GXX::STUCKAT_ALL_GFXSB_K_BEGIN_HITO_GT_NOM_LFM_HRY_RAWSTR%,9749809,9701968,140224
